ID,Page_name,Response_time,StartTime,EndTime
8368,03_Logout,2.178,27-11-2022 06:16,27-11-2022 06:16
8369,01_Login,0.818,27-11-2022 06:20,27-11-2022 06:20
8370,02_Watchlist,0.699,27-11-2022 06:20,27-11-2022 06:20
8371,03_Logout,2.213,27-11-2022 06:21,27-11-2022 06:21
8372,01_Login,0.687,27-11-2022 06:30,27-11-2022 06:30
8373,02_Watchlist,0.724,27-11-2022 06:30,27-11-2022 06:30
8374,03_Logout,2.292,27-11-2022 06:31,27-11-2022 06:31
8375,01_Login,1.198,27-11-2022 06:35,27-11-2022 06:35
8376,02_Watchlist,0.713,27-11-2022 06:35,27-11-2022 06:35
8377,03_Logout,2.196,27-11-2022 06:36,27-11-2022 06:36
8378,01_Login,1.243,27-11-2022 06:40,27-11-2022 06:40
8379,02_Watchlist,0.72,27-11-2022 06:40,27-11-2022 06:40
8380,03_Logout,2.159,27-11-2022 06:41,27-11-2022 06:41
8381,01_Login,1.512,27-11-2022 06:50,27-11-2022 06:50
8382,02_Watchlist,0.726,27-11-2022 06:50,27-11-2022 06:50
8383,03_Logout,2.198,27-11-2022 06:51,27-11-2022 06:51
8384,01_Login,1.403,27-11-2022 07:00,27-11-2022 07:00
8385,02_Watchlist,0.724,27-11-2022 07:00,27-11-2022 07:00
8386,03_Logout,2.211,27-11-2022 07:01,27-11-2022 07:01
8387,01_Login,1.174,27-11-2022 07:05,27-11-2022 07:05
8388,02_Watchlist,0.712,27-11-2022 07:05,27-11-2022 07:05
8389,03_Logout,2.253,27-11-2022 07:06,27-11-2022 07:06
8390,01_Login,0.86,27-11-2022 07:10,27-11-2022 07:10
8391,02_Watchlist,0.702,27-11-2022 07:10,27-11-2022 07:10
8392,03_Logout,2.206,27-11-2022 07:11,27-11-2022 07:11
8393,01_Login,1.088,27-11-2022 07:20,27-11-2022 07:20
8394,02_Watchlist,0.709,27-11-2022 07:20,27-11-2022 07:20
8395,03_Logout,2.324,27-11-2022 07:21,27-11-2022 07:21
8396,01_Login,1.111,27-11-2022 07:25,27-11-2022 07:25
8397,02_Watchlist,0.707,27-11-2022 07:25,27-11-2022 07:25
8398,03_Logout,2.217,27-11-2022 07:26,27-11-2022 07:26
8399,01_Login,0.918,27-11-2022 07:30,27-11-2022 07:30
8400,02_Watchlist,0.756,27-11-2022 07:30,27-11-2022 07:30
8401,03_Logout,2.237,27-11-2022 07:31,27-11-2022 07:31
8402,01_Login,0.967,27-11-2022 07:35,27-11-2022 07:35
8403,02_Watchlist,0.614,27-11-2022 07:35,27-11-2022 07:35
8404,03_Logout,2.25,27-11-2022 07:36,27-11-2022 07:36
8405,01_Login,0.655,27-11-2022 07:45,27-11-2022 07:45
8406,02_Watchlist,0.696,27-11-2022 07:45,27-11-2022 07:45
8407,03_Logout,2.175,27-11-2022 07:46,27-11-2022 07:46
8408,01_Login,1.277,27-11-2022 07:55,27-11-2022 07:55
8409,02_Watchlist,0.712,27-11-2022 07:55,27-11-2022 07:55
8410,03_Logout,2.199,27-11-2022 07:56,27-11-2022 07:56
8411,01_Login,0.613,27-11-2022 08:05,27-11-2022 08:05
8412,02_Watchlist,0.722,27-11-2022 08:05,27-11-2022 08:05
8413,03_Logout,2.265,27-11-2022 08:06,27-11-2022 08:06
8414,01_Login,0.671,27-11-2022 08:15,27-11-2022 08:15
8415,02_Watchlist,0.704,27-11-2022 08:15,27-11-2022 08:15
8416,03_Logout,2.212,27-11-2022 08:16,27-11-2022 08:16
8417,01_Login,0.334,27-11-2022 08:20,27-11-2022 08:20
8418,02_Watchlist,0.71,27-11-2022 08:20,27-11-2022 08:20
8419,03_Logout,2.202,27-11-2022 08:21,27-11-2022 08:21
8420,01_Login,0.771,27-11-2022 08:25,27-11-2022 08:25
8421,02_Watchlist,0.701,27-11-2022 08:25,27-11-2022 08:25
8422,03_Logout,2.237,27-11-2022 08:26,27-11-2022 08:26
8423,01_Login,0.488,27-11-2022 08:35,27-11-2022 08:35
8424,02_Watchlist,0.705,27-11-2022 08:35,27-11-2022 08:35
8425,03_Logout,2.177,27-11-2022 08:36,27-11-2022 08:36
8426,01_Login,0.583,27-11-2022 08:45,27-11-2022 08:45
8427,02_Watchlist,0.924,27-11-2022 08:45,27-11-2022 08:45
8428,03_Logout,2.265,27-11-2022 08:46,27-11-2022 08:46
8429,01_Login,0.546,27-11-2022 08:55,27-11-2022 08:55
8430,02_Watchlist,0.731,27-11-2022 08:55,27-11-2022 08:55
8431,03_Logout,2.165,27-11-2022 08:56,27-11-2022 08:56
8432,01_Login,0.594,27-11-2022 09:05,27-11-2022 09:05
8433,02_Watchlist,0.725,27-11-2022 09:05,27-11-2022 09:05
8434,03_Logout,2.349,27-11-2022 09:06,27-11-2022 09:06
8435,01_Login,0.843,27-11-2022 09:15,27-11-2022 09:15
8436,02_Watchlist,0.727,27-11-2022 09:15,27-11-2022 09:15
8437,03_Logout,2.28,27-11-2022 09:16,27-11-2022 09:16
8438,01_Login,1.652,27-11-2022 09:25,27-11-2022 09:25
8439,02_Watchlist,0.717,27-11-2022 09:25,27-11-2022 09:25
8440,03_Logout,2.177,27-11-2022 09:26,27-11-2022 09:26
8441,01_Login,1.326,27-11-2022 09:35,27-11-2022 09:35
8442,02_Watchlist,0.706,27-11-2022 09:35,27-11-2022 09:35
8443,03_Logout,2.23,27-11-2022 09:36,27-11-2022 09:36
8444,01_Login,0.464,27-11-2022 09:45,27-11-2022 09:45
8445,02_Watchlist,0.719,27-11-2022 09:45,27-11-2022 09:45
8446,03_Logout,2.195,27-11-2022 09:46,27-11-2022 09:46
8447,01_Login,0.81,27-11-2022 09:55,27-11-2022 09:55
8448,02_Watchlist,0.711,27-11-2022 09:55,27-11-2022 09:55
8449,03_Logout,2.276,27-11-2022 09:56,27-11-2022 09:56
8450,01_Login,1.235,27-11-2022 10:05,27-11-2022 10:05
8451,02_Watchlist,0.721,27-11-2022 10:05,27-11-2022 10:05
8452,03_Logout,2.176,27-11-2022 10:06,27-11-2022 10:06
8453,01_Login,1.528,27-11-2022 10:15,27-11-2022 10:15
8454,02_Watchlist,0.71,27-11-2022 10:15,27-11-2022 10:15
8455,03_Logout,2.219,27-11-2022 10:16,27-11-2022 10:16
8456,01_Login,1.094,27-11-2022 10:25,27-11-2022 10:25
8457,02_Watchlist,0.699,27-11-2022 10:25,27-11-2022 10:26
8458,03_Logout,2.251,27-11-2022 10:26,27-11-2022 10:26
8459,01_Login,0.732,27-11-2022 10:35,27-11-2022 10:35
8460,02_Watchlist,0.716,27-11-2022 10:35,27-11-2022 10:35
8461,03_Logout,2.238,27-11-2022 10:36,27-11-2022 10:36
8462,01_Login,0.738,27-11-2022 10:40,27-11-2022 10:40
8463,02_Watchlist,0.704,27-11-2022 10:40,27-11-2022 10:40
8464,03_Logout,2.225,27-11-2022 10:41,27-11-2022 10:41
8465,01_Login,1.484,27-11-2022 10:50,27-11-2022 10:50
8466,02_Watchlist,0.709,27-11-2022 10:50,27-11-2022 10:50
8467,03_Logout,2.209,27-11-2022 10:51,27-11-2022 10:51
8468,01_Login,0.589,27-11-2022 11:00,27-11-2022 11:00
8469,02_Watchlist,0.732,27-11-2022 11:00,27-11-2022 11:00
8470,03_Logout,2.249,27-11-2022 11:01,27-11-2022 11:01
8471,01_Login,1.265,27-11-2022 11:10,27-11-2022 11:10
8472,02_Watchlist,0.704,27-11-2022 11:10,27-11-2022 11:10
8473,03_Logout,2.277,27-11-2022 11:11,27-11-2022 11:11
8474,01_Login,1.106,27-11-2022 11:20,27-11-2022 11:20
8475,02_Watchlist,0.72,27-11-2022 11:20,27-11-2022 11:20
8476,03_Logout,2.224,27-11-2022 11:21,27-11-2022 11:21
8477,01_Login,0.612,27-11-2022 11:30,27-11-2022 11:30
8478,02_Watchlist,0.725,27-11-2022 11:30,27-11-2022 11:30
8479,03_Logout,2.301,27-11-2022 11:31,27-11-2022 11:31
8480,01_Login,0.749,27-11-2022 11:40,27-11-2022 11:40
8481,02_Watchlist,0.708,27-11-2022 11:40,27-11-2022 11:40
8482,03_Logout,2.234,27-11-2022 11:41,27-11-2022 11:41
8483,01_Login,0.606,27-11-2022 11:50,27-11-2022 11:50
8484,02_Watchlist,0.715,27-11-2022 11:50,27-11-2022 11:50
8485,03_Logout,2.221,27-11-2022 11:51,27-11-2022 11:51
8486,01_Login,0.634,27-11-2022 12:00,27-11-2022 12:00
8487,02_Watchlist,0.706,27-11-2022 12:00,27-11-2022 12:00
8488,03_Logout,2.237,27-11-2022 12:01,27-11-2022 12:01
8489,01_Login,0.655,27-11-2022 12:05,27-11-2022 12:05
8490,02_Watchlist,0.725,27-11-2022 12:05,27-11-2022 12:05
8491,03_Logout,2.211,27-11-2022 12:06,27-11-2022 12:06
8492,01_Login,0.542,27-11-2022 12:15,27-11-2022 12:15
8493,02_Watchlist,0.705,27-11-2022 12:15,27-11-2022 12:15
8494,03_Logout,2.293,27-11-2022 12:16,27-11-2022 12:16
8495,01_Login,0.526,27-11-2022 12:25,27-11-2022 12:25
8496,02_Watchlist,0.702,27-11-2022 12:25,27-11-2022 12:25
8497,03_Logout,2.201,27-11-2022 12:26,27-11-2022 12:26
8498,01_Login,0.788,27-11-2022 12:35,27-11-2022 12:35
8499,02_Watchlist,0.726,27-11-2022 12:35,27-11-2022 12:35
8500,03_Logout,2.242,27-11-2022 12:36,27-11-2022 12:36
8501,01_Login,0.659,27-11-2022 12:45,27-11-2022 12:45
8502,02_Watchlist,0.798,27-11-2022 12:45,27-11-2022 12:45
8503,03_Logout,2.232,27-11-2022 12:46,27-11-2022 12:46
8504,01_Login,1.281,27-11-2022 12:50,27-11-2022 12:50
8505,02_Watchlist,0.711,27-11-2022 12:50,27-11-2022 12:50
8506,03_Logout,2.222,27-11-2022 12:51,27-11-2022 12:51
8507,01_Login,1.063,27-11-2022 01:00,27-11-2022 01:00
8508,02_Watchlist,0.636,27-11-2022 01:00,27-11-2022 01:00
8509,03_Logout,2.281,27-11-2022 01:01,27-11-2022 01:01
8510,01_Login,1.06,27-11-2022 01:10,27-11-2022 01:10
8511,02_Watchlist,0.645,27-11-2022 01:10,27-11-2022 01:10
8512,03_Logout,2.105,27-11-2022 01:11,27-11-2022 01:11
8513,01_Login,1.182,27-11-2022 01:20,27-11-2022 01:20
8514,02_Watchlist,0.708,27-11-2022 01:20,27-11-2022 01:20
8515,03_Logout,2.338,27-11-2022 01:21,27-11-2022 01:21
8516,01_Login,1.299,27-11-2022 01:30,27-11-2022 01:30
8517,02_Watchlist,0.732,27-11-2022 01:30,27-11-2022 01:30
8518,03_Logout,2.189,27-11-2022 01:31,27-11-2022 01:31
8519,01_Login,0.521,27-11-2022 01:40,27-11-2022 01:40
8520,02_Watchlist,0.705,27-11-2022 01:40,27-11-2022 01:40
8521,03_Logout,2.192,27-11-2022 01:41,27-11-2022 01:41
8522,01_Login,0.45,27-11-2022 01:50,27-11-2022 01:50
8523,02_Watchlist,0.733,27-11-2022 01:50,27-11-2022 01:50
8524,03_Logout,2.153,27-11-2022 01:51,27-11-2022 01:51
8525,01_Login,1.296,27-11-2022 01:55,27-11-2022 01:55
8526,02_Watchlist,0.716,27-11-2022 01:55,27-11-2022 01:55
8527,03_Logout,2.282,27-11-2022 01:56,27-11-2022 01:56
8528,01_Login,0.579,27-11-2022 02:05,27-11-2022 02:05
8529,02_Watchlist,0.711,27-11-2022 02:05,27-11-2022 02:05
8530,03_Logout,2.276,27-11-2022 02:06,27-11-2022 02:06
8531,01_Login,0.503,27-11-2022 02:15,27-11-2022 02:15
8532,02_Watchlist,0.691,27-11-2022 02:15,27-11-2022 02:15
8533,03_Logout,2.159,27-11-2022 02:16,27-11-2022 02:16
8534,01_Login,0.625,27-11-2022 02:25,27-11-2022 02:25
8535,02_Watchlist,0.728,27-11-2022 02:25,27-11-2022 02:25
8536,03_Logout,2.221,27-11-2022 02:26,27-11-2022 02:26
8537,01_Login,0.515,27-11-2022 02:35,27-11-2022 02:35
8538,02_Watchlist,0.731,27-11-2022 02:35,27-11-2022 02:35
8539,03_Logout,2.219,27-11-2022 02:36,27-11-2022 02:36
8540,01_Login,1.411,27-11-2022 02:45,27-11-2022 02:45
8541,02_Watchlist,0.709,27-11-2022 02:45,27-11-2022 02:45
8542,03_Logout,2.272,27-11-2022 02:46,27-11-2022 02:46
8543,01_Login,1.228,27-11-2022 02:55,27-11-2022 02:55
8544,02_Watchlist,0.638,27-11-2022 02:55,27-11-2022 02:55
8545,03_Logout,2.242,27-11-2022 02:56,27-11-2022 02:56
8546,01_Login,0.683,27-11-2022 03:05,27-11-2022 03:05
8547,02_Watchlist,0.72,27-11-2022 03:05,27-11-2022 03:05
8548,03_Logout,2.278,27-11-2022 03:06,27-11-2022 03:06
8549,01_Login,1.786,27-11-2022 03:15,27-11-2022 03:15
8550,02_Watchlist,0.722,27-11-2022 03:15,27-11-2022 03:15
8551,03_Logout,2.225,27-11-2022 03:16,27-11-2022 03:16
8552,01_Login,0.491,27-11-2022 03:25,27-11-2022 03:25
8553,02_Watchlist,0.701,27-11-2022 03:25,27-11-2022 03:25
8554,03_Logout,2.216,27-11-2022 03:26,27-11-2022 03:26
8555,01_Login,1.631,27-11-2022 03:35,27-11-2022 03:35
8556,02_Watchlist,0.728,27-11-2022 03:35,27-11-2022 03:35
8557,03_Logout,2.224,27-11-2022 03:36,27-11-2022 03:36
8558,01_Login,1.255,27-11-2022 03:45,27-11-2022 03:45
8559,02_Watchlist,0.695,27-11-2022 03:45,27-11-2022 03:45
8560,03_Logout,2.204,27-11-2022 03:46,27-11-2022 03:46
8561,01_Login,0.662,27-11-2022 03:55,27-11-2022 03:55
8562,02_Watchlist,0.707,27-11-2022 03:55,27-11-2022 03:55
8563,03_Logout,2.258,27-11-2022 03:56,27-11-2022 03:56
8564,01_Login,0.54,27-11-2022 04:05,27-11-2022 04:05
8565,02_Watchlist,0.709,27-11-2022 04:05,27-11-2022 04:05
8566,03_Logout,2.281,27-11-2022 04:06,27-11-2022 04:06
8567,01_Login,3.452,27-11-2022 04:15,27-11-2022 04:15
8568,02_Watchlist,0.709,27-11-2022 04:16,27-11-2022 04:16
8569,03_Logout,2.179,27-11-2022 04:16,27-11-2022 04:16
8570,01_Login,1.145,27-11-2022 04:25,27-11-2022 04:25
8571,02_Watchlist,0.709,27-11-2022 04:25,27-11-2022 04:25
8572,03_Logout,2.23,27-11-2022 04:26,27-11-2022 04:26
8573,01_Login,0.48,27-11-2022 04:35,27-11-2022 04:35
8574,02_Watchlist,0.713,27-11-2022 04:35,27-11-2022 04:35
8575,03_Logout,2.204,27-11-2022 04:36,27-11-2022 04:36
8576,01_Login,1.64,27-11-2022 04:45,27-11-2022 04:45
8577,02_Watchlist,0.701,27-11-2022 04:45,27-11-2022 04:46
8578,03_Logout,2.257,27-11-2022 04:46,27-11-2022 04:46
8579,01_Login,0.689,27-11-2022 04:55,27-11-2022 04:55
8580,02_Watchlist,0.679,27-11-2022 04:55,27-11-2022 04:55
8581,03_Logout,2.325,27-11-2022 04:56,27-11-2022 04:56
8582,01_Login,1.187,27-11-2022 05:05,27-11-2022 05:05
8583,02_Watchlist,0.696,27-11-2022 05:05,27-11-2022 05:05
8584,03_Logout,2.197,27-11-2022 05:06,27-11-2022 05:06
8585,01_Login,0.563,27-11-2022 05:15,27-11-2022 05:15
8586,02_Watchlist,0.718,27-11-2022 05:15,27-11-2022 05:15
8587,03_Logout,2.191,27-11-2022 05:16,27-11-2022 05:16
8588,01_Login,1.442,27-11-2022 05:25,27-11-2022 05:25
8589,02_Watchlist,0.733,27-11-2022 05:25,27-11-2022 05:25
8590,03_Logout,2.203,27-11-2022 05:26,27-11-2022 05:26
8591,01_Login,1.345,27-11-2022 05:35,27-11-2022 05:35
8592,02_Watchlist,0.713,27-11-2022 05:35,27-11-2022 05:35
8593,03_Logout,2.221,27-11-2022 05:36,27-11-2022 05:36
8594,01_Login,0.642,27-11-2022 05:45,27-11-2022 05:45
8595,02_Watchlist,0.721,27-11-2022 05:45,27-11-2022 05:45
8596,03_Logout,2.775,27-11-2022 05:46,27-11-2022 05:46
8597,01_Login,0.86,27-11-2022 05:55,27-11-2022 05:55
8598,02_Watchlist,0.747,27-11-2022 05:55,27-11-2022 05:55
8599,03_Logout,2.212,27-11-2022 05:56,27-11-2022 05:56
8600,01_Login,1.075,27-11-2022 06:05,27-11-2022 06:05
8601,02_Watchlist,0.743,27-11-2022 06:05,27-11-2022 06:05
8602,03_Logout,2.271,27-11-2022 06:06,27-11-2022 06:06
8603,01_Login,0.768,27-11-2022 06:15,27-11-2022 06:15
8604,02_Watchlist,0.721,27-11-2022 06:15,27-11-2022 06:15
8605,03_Logout,2.245,27-11-2022 06:16,27-11-2022 06:16
8606,01_Login,1.595,27-11-2022 06:25,27-11-2022 06:25
8607,02_Watchlist,0.698,27-11-2022 06:25,27-11-2022 06:25
8608,03_Logout,2.265,27-11-2022 06:26,27-11-2022 06:26
8609,01_Login,0.564,27-11-2022 06:35,27-11-2022 06:35
8610,02_Watchlist,0.723,27-11-2022 06:35,27-11-2022 06:35
8611,03_Logout,2.238,27-11-2022 06:36,27-11-2022 06:36
8612,01_Login,0.953,27-11-2022 06:45,27-11-2022 06:45
8613,02_Watchlist,0.718,27-11-2022 06:45,27-11-2022 06:45
8614,03_Logout,2.207,27-11-2022 06:46,27-11-2022 06:46
8615,01_Login,0.608,27-11-2022 06:55,27-11-2022 06:55
8616,02_Watchlist,0.722,27-11-2022 06:55,27-11-2022 06:55
8617,03_Logout,2.306,27-11-2022 06:56,27-11-2022 06:56
8618,01_Login,1.229,27-11-2022 07:05,27-11-2022 07:05
8619,02_Watchlist,0.71,27-11-2022 07:05,27-11-2022 07:05
8620,03_Logout,2.263,27-11-2022 07:06,27-11-2022 07:06
8621,01_Login,1.14,27-11-2022 07:15,27-11-2022 07:15
8622,02_Watchlist,0.703,27-11-2022 07:15,27-11-2022 07:16
8623,03_Logout,2.108,27-11-2022 07:16,27-11-2022 07:16
8624,01_Login,1.21,27-11-2022 07:25,27-11-2022 07:25
8625,02_Watchlist,0.717,27-11-2022 07:26,27-11-2022 07:26
8626,03_Logout,2.357,27-11-2022 07:26,27-11-2022 07:26
8627,01_Login,1.103,27-11-2022 07:35,27-11-2022 07:35
8628,02_Watchlist,0.734,27-11-2022 07:36,27-11-2022 07:36
8629,03_Logout,2.215,27-11-2022 07:36,27-11-2022 07:36
8630,01_Login,0.528,27-11-2022 07:45,27-11-2022 07:45
8631,02_Watchlist,0.623,27-11-2022 07:45,27-11-2022 07:45
8632,03_Logout,2.222,27-11-2022 07:46,27-11-2022 07:46
8633,01_Login,1.164,27-11-2022 07:55,27-11-2022 07:55
8634,02_Watchlist,0.706,27-11-2022 07:55,27-11-2022 07:56
8635,03_Logout,2.162,27-11-2022 07:56,27-11-2022 07:56
8636,01_Login,0.616,27-11-2022 08:05,27-11-2022 08:05
8637,02_Watchlist,0.718,27-11-2022 08:06,27-11-2022 08:06
8638,03_Logout,2.246,27-11-2022 08:06,27-11-2022 08:06
8639,01_Login,1.518,27-11-2022 08:15,27-11-2022 08:16
8640,02_Watchlist,0.719,27-11-2022 08:16,27-11-2022 08:16
8641,03_Logout,2.253,27-11-2022 08:16,27-11-2022 08:16
8642,01_Login,1.284,27-11-2022 08:25,27-11-2022 08:25
8643,02_Watchlist,0.69,27-11-2022 08:25,27-11-2022 08:25
8644,03_Logout,2.245,27-11-2022 08:26,27-11-2022 08:26
8645,01_Login,0.821,27-11-2022 08:35,27-11-2022 08:35
8646,02_Watchlist,0.708,27-11-2022 08:36,27-11-2022 08:36
8647,03_Logout,2.25,27-11-2022 08:36,27-11-2022 08:36
8648,01_Login,0.611,27-11-2022 08:45,27-11-2022 08:45
8649,02_Watchlist,0.716,27-11-2022 08:46,27-11-2022 08:46
8650,03_Logout,2.246,27-11-2022 08:46,27-11-2022 08:46
8651,01_Login,0.704,27-11-2022 08:55,27-11-2022 08:55
8652,02_Watchlist,0.709,27-11-2022 08:55,27-11-2022 08:55
8653,03_Logout,2.182,27-11-2022 08:56,27-11-2022 08:56
8654,01_Login,0.771,27-11-2022 09:05,27-11-2022 09:05
8655,02_Watchlist,0.704,27-11-2022 09:05,27-11-2022 09:05
8656,03_Logout,2.178,27-11-2022 09:06,27-11-2022 09:06
8657,01_Login,0.569,27-11-2022 09:15,27-11-2022 09:15
8658,02_Watchlist,0.708,27-11-2022 09:15,27-11-2022 09:15
8659,03_Logout,2.174,27-11-2022 09:16,27-11-2022 09:16
8660,01_Login,1.435,27-11-2022 09:25,27-11-2022 09:25
8661,02_Watchlist,0.647,27-11-2022 09:25,27-11-2022 09:25
8662,03_Logout,2.128,27-11-2022 09:26,27-11-2022 09:26
8663,01_Login,0.578,27-11-2022 09:35,27-11-2022 09:35
8664,02_Watchlist,0.721,27-11-2022 09:36,27-11-2022 09:36
8665,03_Logout,2.178,27-11-2022 09:36,27-11-2022 09:36
8666,01_Login,0.537,27-11-2022 09:45,27-11-2022 09:45
8667,02_Watchlist,0.698,27-11-2022 09:45,27-11-2022 09:45
8668,03_Logout,2.192,27-11-2022 09:46,27-11-2022 09:46
8669,01_Login,1.515,27-11-2022 09:55,27-11-2022 09:55
8670,02_Watchlist,0.613,27-11-2022 09:55,27-11-2022 09:56
8671,03_Logout,2.246,27-11-2022 09:56,27-11-2022 09:56
8672,01_Login,0.703,27-11-2022 10:06,27-11-2022 10:06
8673,02_Watchlist,0.748,27-11-2022 10:06,27-11-2022 10:06
8674,03_Logout,2.193,27-11-2022 10:06,27-11-2022 10:06
8675,01_Login,1.214,27-11-2022 10:15,27-11-2022 10:15
8676,02_Watchlist,0.709,27-11-2022 10:15,27-11-2022 10:16
8677,03_Logout,2.311,27-11-2022 10:16,27-11-2022 10:16
8678,01_Login,1.364,27-11-2022 10:25,27-11-2022 10:26
8679,02_Watchlist,0.739,27-11-2022 10:26,27-11-2022 10:26
8680,03_Logout,2.195,27-11-2022 10:26,27-11-2022 10:26
8681,01_Login,0.483,27-11-2022 10:35,27-11-2022 10:35
8682,02_Watchlist,0.74,27-11-2022 10:35,27-11-2022 10:35
8683,03_Logout,2.199,27-11-2022 10:36,27-11-2022 10:36
8684,01_Login,0.536,27-11-2022 10:45,27-11-2022 10:45
8685,02_Watchlist,0.703,27-11-2022 10:45,27-11-2022 10:45
8686,03_Logout,2.283,27-11-2022 10:46,27-11-2022 10:46
8687,01_Login,0.511,27-11-2022 10:55,27-11-2022 10:55
8688,02_Watchlist,0.721,27-11-2022 10:56,27-11-2022 10:56
8689,03_Logout,2.18,27-11-2022 10:56,27-11-2022 10:56
8690,01_Login,0.875,27-11-2022 11:05,27-11-2022 11:06
8691,02_Watchlist,0.714,27-11-2022 11:06,27-11-2022 11:06
8692,03_Logout,2.256,27-11-2022 11:06,27-11-2022 11:06
8693,01_Login,1.031,27-11-2022 11:15,27-11-2022 11:15
8694,02_Watchlist,0.732,27-11-2022 11:16,27-11-2022 11:16
8695,03_Logout,2.164,27-11-2022 11:16,27-11-2022 11:16
8696,01_Login,1.022,27-11-2022 11:25,27-11-2022 11:25
8697,02_Watchlist,0.72,27-11-2022 11:25,27-11-2022 11:25
8698,03_Logout,2.146,27-11-2022 11:26,27-11-2022 11:26
8699,01_Login,0.578,27-11-2022 11:35,27-11-2022 11:35
8700,02_Watchlist,0.719,27-11-2022 11:35,27-11-2022 11:35
8701,03_Logout,2.24,27-11-2022 11:36,27-11-2022 11:36
8702,01_Login,1.042,27-11-2022 11:45,27-11-2022 11:46
8703,02_Watchlist,0.735,27-11-2022 11:46,27-11-2022 11:46
8704,03_Logout,2.287,27-11-2022 11:46,27-11-2022 11:46
8705,01_Login,0.629,27-11-2022 11:55,27-11-2022 11:55
8706,02_Watchlist,0.745,27-11-2022 11:55,27-11-2022 11:55
8707,03_Logout,2.27,27-11-2022 11:56,27-11-2022 11:56
8708,01_Login,0.512,28-11-2022 12:05,28-11-2022 12:05
8709,02_Watchlist,0.745,28-11-2022 12:06,28-11-2022 12:06
8710,01_Login,0.812,28-11-2022 12:10,28-11-2022 12:11
8711,02_Watchlist,0.73,28-11-2022 12:11,28-11-2022 12:11
8712,01_Login,1.961,28-11-2022 12:15,28-11-2022 12:15
8713,02_Watchlist,0.719,28-11-2022 12:16,28-11-2022 12:16
8714,01_Login,0.597,28-11-2022 12:20,28-11-2022 12:21
8715,02_Watchlist,0.708,28-11-2022 12:21,28-11-2022 12:21
8716,01_Login,1.228,28-11-2022 12:26,28-11-2022 12:26
8717,02_Watchlist,0.717,28-11-2022 12:26,28-11-2022 12:26
8718,01_Login,1.448,28-11-2022 12:30,28-11-2022 12:30
8719,02_Watchlist,0.711,28-11-2022 12:31,28-11-2022 12:31
8720,01_Login,0.863,28-11-2022 12:35,28-11-2022 12:35
8721,02_Watchlist,0.731,28-11-2022 12:36,28-11-2022 12:36
8722,01_Login,1.175,28-11-2022 12:40,28-11-2022 12:41
8723,02_Watchlist,0.705,28-11-2022 12:41,28-11-2022 12:41
8724,01_Login,1.076,28-11-2022 12:45,28-11-2022 12:46
8725,02_Watchlist,0.704,28-11-2022 12:46,28-11-2022 12:46
8726,01_Login,1.226,28-11-2022 12:50,28-11-2022 12:50
8727,02_Watchlist,0.725,28-11-2022 12:51,28-11-2022 12:51
8728,01_Login,0.59,28-11-2022 12:55,28-11-2022 12:55
8729,02_Watchlist,0.726,28-11-2022 12:56,28-11-2022 12:56
8730,01_Login,1.322,28-11-2022 01:00,28-11-2022 01:00
8731,02_Watchlist,0.686,28-11-2022 01:01,28-11-2022 01:01
8732,03_Logout,2.288,28-11-2022 01:01,28-11-2022 01:01
8733,01_Login,1.067,28-11-2022 01:10,28-11-2022 01:11
8734,02_Watchlist,0.731,28-11-2022 01:11,28-11-2022 01:11
8735,03_Logout,2.177,28-11-2022 01:11,28-11-2022 01:11
8736,01_Login,1.777,28-11-2022 01:20,28-11-2022 01:21
8737,02_Watchlist,1.21,28-11-2022 01:21,28-11-2022 01:21
8738,03_Logout,2.191,28-11-2022 01:21,28-11-2022 01:21
8739,01_Login,0.803,28-11-2022 01:30,28-11-2022 01:31
8740,02_Watchlist,0.705,28-11-2022 01:31,28-11-2022 01:31
8741,03_Logout,2.274,28-11-2022 01:31,28-11-2022 01:31
8742,01_Login,1.243,28-11-2022 01:40,28-11-2022 01:40
8743,02_Watchlist,0.689,28-11-2022 01:41,28-11-2022 01:41
8744,03_Logout,2.191,28-11-2022 01:41,28-11-2022 01:41
8745,01_Login,0.585,28-11-2022 01:50,28-11-2022 01:50
8746,02_Watchlist,0.741,28-11-2022 01:50,28-11-2022 01:50
8747,03_Logout,2.276,28-11-2022 01:51,28-11-2022 01:51
8748,01_Login,0.683,28-11-2022 02:00,28-11-2022 02:00
8749,02_Watchlist,0.719,28-11-2022 02:01,28-11-2022 02:01
8750,03_Logout,2.208,28-11-2022 02:01,28-11-2022 02:01
8751,01_Login,0.668,28-11-2022 02:10,28-11-2022 02:10
8752,02_Watchlist,0.711,28-11-2022 02:11,28-11-2022 02:11
8753,03_Logout,2.213,28-11-2022 02:11,28-11-2022 02:11
8754,01_Login,0.569,28-11-2022 02:20,28-11-2022 02:20
8755,02_Watchlist,0.692,28-11-2022 02:21,28-11-2022 02:21
8756,03_Logout,2.224,28-11-2022 02:21,28-11-2022 02:21
8757,01_Login,0.704,28-11-2022 02:30,28-11-2022 02:30
8758,02_Watchlist,0.722,28-11-2022 02:31,28-11-2022 02:31
8759,03_Logout,2.177,28-11-2022 02:31,28-11-2022 02:31
8760,01_Login,1.605,28-11-2022 02:41,28-11-2022 02:41
8761,02_Watchlist,0.718,28-11-2022 02:41,28-11-2022 02:41
8762,03_Logout,2.189,28-11-2022 02:41,28-11-2022 02:41
